"tube_id","measurement_timepoint","measurement_date","health_score","notes"
"T0208",0,NA,NA,NA
"T0209",0,NA,NA,NA
"T0210",0,NA,NA,NA
"T0211",0,NA,NA,NA
"T0212",0,NA,NA,NA
"T0213",0,NA,NA,NA
"T0214",0,NA,NA,NA
"T0215",0,NA,NA,NA
"T0216",0,NA,NA,NA
"T0217",0,NA,NA,NA
"T0218",0,NA,NA,NA
"T0219",0,NA,NA,NA
"T0220",0,NA,NA,NA
"T0221",0,NA,NA,NA
"T0222",0,NA,NA,NA
"T0223",0,NA,NA,NA
"T0224",0,NA,NA,NA
"T0225",0,NA,NA,NA
"T0226",0,NA,NA,NA
"T0227",0,NA,NA,NA
"T0228",0,NA,NA,NA
"T0229",0,NA,NA,NA
"T0230",0,NA,NA,NA
"T0231",0,NA,NA,NA
"T0232",0,NA,NA,NA
"T0233",0,NA,NA,NA
"T0234",0,NA,NA,NA
"T0235",0,NA,NA,NA
"T0236",0,NA,NA,NA
"T0237",0,NA,NA,NA
"T0238",0,NA,NA,NA
"T0239",0,NA,NA,NA
"T0240",0,NA,NA,NA
"T0241",0,NA,NA,NA
"T0242",0,NA,NA,NA
"T0243",0,NA,NA,NA
"T0244",0,NA,NA,NA
"T0245",0,NA,NA,NA
"T0246",0,NA,NA,NA
"T0247",0,NA,NA,NA
"T0248",0,NA,NA,NA
"T0249",0,NA,NA,NA
"T0250",0,NA,NA,NA
"T0251",0,NA,NA,NA
"T0252",0,NA,NA,NA
"T0253",0,NA,NA,NA
"T0254",0,NA,NA,NA
"T0255",0,NA,NA,NA
"T0256",0,NA,NA,NA
"T0257",0,NA,NA,NA
"T0258",0,NA,NA,NA
"T0259",0,NA,NA,NA
"T0260",0,NA,NA,NA
"T0261",0,NA,NA,NA
"T0262",0,NA,NA,NA
"T0263",0,NA,NA,NA
"T0264",0,NA,NA,NA
"T0265",0,NA,NA,NA
"T0266",0,NA,NA,NA
"T0267",0,NA,NA,NA
"T0268",0,NA,NA,NA
"T0269",0,NA,NA,NA
"T0270",0,NA,NA,NA
"T0271",0,NA,NA,NA
"T0272",0,NA,NA,NA
"T0273",0,NA,NA,NA
"T0274",0,NA,NA,NA
"T0275",0,NA,NA,NA
"T0276",0,NA,NA,NA
"T0277",0,NA,NA,NA
"T0278",0,NA,NA,NA
"T0279",0,NA,NA,NA
"T0280",0,NA,NA,NA
"T0001",1,NA,NA,NA
"T0002",1,NA,NA,NA
"T0003",1,NA,NA,NA
"T0004",1,NA,NA,NA
"T0005",1,NA,NA,NA
"T0006",1,NA,NA,NA
"T0007",1,NA,NA,NA
"T0008",1,NA,NA,NA
"T0009",1,NA,NA,NA
"T0010",1,NA,NA,NA
"T0011",1,NA,NA,NA
"T0012",1,NA,NA,NA
"T0013",1,NA,NA,NA
"T0014",1,NA,NA,NA
"T0015",1,NA,NA,NA
"T0016",1,NA,NA,NA
"T0017",1,NA,NA,NA
"T0018",1,NA,NA,NA
"T0019",1,NA,NA,NA
"T0020",1,NA,NA,NA
"T0021",1,NA,NA,NA
"T0022",1,NA,NA,NA
"T0023",1,NA,NA,NA
"T0024",1,NA,NA,NA
"T0025",1,NA,NA,NA
"T0026",1,NA,NA,NA
"T0027",1,NA,NA,NA
"T0028",1,NA,NA,NA
"T0029",1,NA,NA,NA
"T0030",1,NA,NA,NA
"T0031",1,NA,NA,NA
"T0032",1,NA,NA,NA
"T0033",1,NA,NA,NA
"T0034",1,NA,NA,NA
"T0035",1,NA,NA,NA
"T0036",1,NA,NA,NA
"T0037",1,NA,NA,NA
"T0038",1,NA,NA,NA
"T0039",1,NA,NA,NA
"T0040",1,NA,NA,NA
"T0041",1,NA,NA,NA
"T0042",1,NA,NA,NA
"T0043",1,NA,NA,NA
"T0044",1,NA,NA,NA
"T0045",1,NA,NA,NA
"T0046",1,NA,NA,NA
"T0047",1,NA,NA,NA
"T0048",1,NA,NA,NA
"T0049",1,NA,NA,NA
"T0050",1,NA,NA,NA
"T0051",1,NA,NA,NA
"T0052",1,NA,NA,NA
"T0053",1,NA,NA,NA
"T0054",1,NA,NA,NA
"T0055",1,NA,NA,NA
"T0056",1,NA,NA,NA
"T0057",1,NA,NA,NA
"T0058",1,NA,NA,NA
"T0059",1,NA,NA,NA
"T0060",1,NA,NA,NA
"T0061",1,NA,NA,NA
"T0062",1,NA,NA,NA
"T0063",1,NA,NA,NA
"T0064",1,NA,NA,NA
"T0065",1,NA,NA,NA
"T0066",1,NA,NA,NA
"T0067",1,NA,NA,NA
"T0068",1,NA,NA,NA
"T0069",1,NA,NA,NA
"T0070",1,NA,NA,NA
"T0071",1,NA,NA,NA
"T0072",1,NA,NA,NA
"T0073",1,NA,NA,NA
"T0074",1,NA,NA,NA
"T0075",1,NA,NA,NA
"T0076",1,NA,NA,NA
"T0077",1,NA,NA,NA
"T0078",1,NA,NA,NA
"T0079",1,NA,NA,NA
"T0080",1,NA,NA,NA
"T0081",1,NA,NA,NA
"T0082",1,NA,NA,NA
"T0083",1,NA,NA,NA
"T0084",1,NA,NA,NA
"T0085",1,NA,NA,NA
"T0086",1,NA,NA,NA
"T0087",1,NA,NA,NA
"T0088",1,NA,NA,NA
"T0089",1,NA,NA,NA
"T0090",1,NA,NA,NA
"T0091",1,NA,NA,NA
"T0092",1,NA,NA,NA
"T0093",1,NA,NA,NA
"T0094",1,NA,NA,NA
"T0095",1,NA,NA,NA
"T0096",1,NA,NA,NA
"T0097",1,NA,NA,NA
"T0098",1,NA,NA,NA
"T0099",1,NA,NA,NA
"T0100",1,NA,NA,NA
"T0101",1,NA,NA,NA
"T0102",1,NA,NA,NA
"T0103",1,NA,NA,NA
"T0104",1,NA,NA,NA
"T0105",1,NA,NA,NA
"T0106",1,NA,NA,NA
"T0107",1,NA,NA,NA
"T0108",1,NA,NA,NA
"T0109",1,NA,NA,NA
"T0110",1,NA,NA,NA
"T0111",1,NA,NA,NA
"T0112",1,NA,NA,NA
"T0113",1,NA,NA,NA
"T0114",1,NA,NA,NA
"T0115",1,NA,NA,NA
"T0116",1,NA,NA,NA
"T0117",1,NA,NA,NA
"T0118",1,NA,NA,NA
"T0119",1,NA,NA,NA
"T0120",1,NA,NA,NA
"T0121",1,NA,NA,NA
"T0122",1,NA,NA,NA
"T0123",1,NA,NA,NA
"T0124",1,NA,NA,NA
"T0125",1,NA,NA,NA
"T0126",1,NA,NA,NA
"T0127",1,NA,NA,NA
"T0128",1,NA,NA,NA
"T0129",1,NA,NA,NA
"T0130",1,NA,NA,NA
"T0131",1,NA,NA,NA
"T0132",1,NA,NA,NA
"T0133",1,NA,NA,NA
"T0134",1,NA,NA,NA
"T0135",1,NA,NA,NA
"T0136",1,NA,NA,NA
"T0137",1,NA,NA,NA
"T0138",1,NA,NA,NA
"T0139",1,NA,NA,NA
"T0140",1,NA,NA,NA
"T0141",1,NA,NA,NA
"T0142",1,NA,NA,NA
"T0143",1,NA,NA,NA
"T0144",1,NA,NA,NA
"T0145",1,NA,NA,NA
"T0146",1,NA,NA,NA
"T0147",1,NA,NA,NA
"T0148",1,NA,NA,NA
"T0149",1,NA,NA,NA
"T0150",1,NA,NA,NA
"T0151",1,NA,NA,NA
"T0152",1,NA,NA,NA
"T0153",1,NA,NA,NA
"T0154",1,NA,NA,NA
"T0155",1,NA,NA,NA
"T0156",1,NA,NA,NA
"T0157",1,NA,NA,NA
"T0158",1,NA,NA,NA
"T0159",1,NA,NA,NA
"T0160",1,NA,NA,NA
"T0161",1,NA,NA,NA
"T0162",1,NA,NA,NA
"T0163",1,NA,NA,NA
"T0164",1,NA,NA,NA
"T0165",1,NA,NA,NA
"T0166",1,NA,NA,NA
"T0167",1,NA,NA,NA
"T0168",1,NA,NA,NA
"T0169",1,NA,NA,NA
"T0170",1,NA,NA,NA
"T0171",1,NA,NA,NA
"T0172",1,NA,NA,NA
"T0173",1,NA,NA,NA
"T0174",1,NA,NA,NA
"T0175",1,NA,NA,NA
"T0176",1,NA,NA,NA
"T0177",1,NA,NA,NA
"T0178",1,NA,NA,NA
"T0179",1,NA,NA,NA
"T0180",1,NA,NA,NA
"T0181",1,NA,NA,NA
"T0182",1,NA,NA,NA
"T0183",1,NA,NA,NA
"T0184",1,NA,NA,NA
"T0185",1,NA,NA,NA
"T0186",1,NA,NA,NA
"T0187",1,NA,NA,NA
"T0188",1,NA,NA,NA
"T0189",1,NA,NA,NA
"T0190",1,NA,NA,NA
"T0191",1,NA,NA,NA
"T0192",1,NA,NA,NA
"T0193",1,NA,NA,NA
"T0194",1,NA,NA,NA
"T0195",1,NA,NA,NA
"T0196",1,NA,NA,NA
"T0197",1,NA,NA,NA
"T0198",1,NA,NA,NA
"T0199",1,NA,NA,NA
"T0200",1,NA,NA,NA
"T0201",1,NA,NA,NA
"T0202",1,NA,NA,NA
"T0203",1,NA,NA,NA
"T0204",1,NA,NA,NA
"T0205",1,NA,NA,NA
"T0206",1,NA,NA,NA
"T0207",1,NA,NA,NA
"T0208",1,NA,NA,NA
"T0209",1,NA,NA,NA
"T0210",1,NA,NA,NA
"T0211",1,NA,NA,NA
"T0212",1,NA,NA,NA
"T0213",1,NA,NA,NA
"T0214",1,NA,NA,NA
"T0215",1,NA,NA,NA
"T0216",1,NA,NA,NA
"T0217",1,NA,NA,NA
"T0218",1,NA,NA,NA
"T0219",1,NA,NA,NA
"T0220",1,NA,NA,NA
"T0221",1,NA,NA,NA
"T0222",1,NA,NA,NA
"T0223",1,NA,NA,NA
"T0224",1,NA,NA,NA
"T0225",1,NA,NA,NA
"T0226",1,NA,NA,NA
"T0227",1,NA,NA,NA
"T0228",1,NA,NA,NA
"T0229",1,NA,NA,NA
"T0230",1,NA,NA,NA
"T0231",1,NA,NA,NA
"T0232",1,NA,NA,NA
"T0233",1,NA,NA,NA
"T0234",1,NA,NA,NA
"T0235",1,NA,NA,NA
"T0236",1,NA,NA,NA
"T0237",1,NA,NA,NA
"T0238",1,NA,NA,NA
"T0239",1,NA,NA,NA
"T0240",1,NA,NA,NA
"T0241",1,NA,NA,NA
"T0242",1,NA,NA,NA
"T0243",1,NA,NA,NA
"T0244",1,NA,NA,NA
"T0245",1,NA,NA,NA
"T0246",1,NA,NA,NA
"T0247",1,NA,NA,NA
"T0248",1,NA,NA,NA
"T0249",1,NA,NA,NA
"T0250",1,NA,NA,NA
"T0251",1,NA,NA,NA
"T0252",1,NA,NA,NA
"T0253",1,NA,NA,NA
"T0254",1,NA,NA,NA
"T0255",1,NA,NA,NA
"T0256",1,NA,NA,NA
"T0257",1,NA,NA,NA
"T0258",1,NA,NA,NA
"T0259",1,NA,NA,NA
"T0260",1,NA,NA,NA
"T0261",1,NA,NA,NA
"T0262",1,NA,NA,NA
"T0263",1,NA,NA,NA
"T0264",1,NA,NA,NA
"T0265",1,NA,NA,NA
"T0266",1,NA,NA,NA
"T0267",1,NA,NA,NA
"T0268",1,NA,NA,NA
"T0269",1,NA,NA,NA
"T0270",1,NA,NA,NA
"T0271",1,NA,NA,NA
"T0272",1,NA,NA,NA
"T0273",1,NA,NA,NA
"T0274",1,NA,NA,NA
"T0275",1,NA,NA,NA
"T0276",1,NA,NA,NA
"T0277",1,NA,NA,NA
"T0278",1,NA,NA,NA
"T0279",1,NA,NA,NA
"T0280",1,NA,NA,NA
"T0001",2,NA,NA,NA
"T0002",2,NA,NA,NA
"T0003",2,NA,NA,NA
"T0004",2,NA,NA,NA
"T0005",2,NA,NA,NA
"T0006",2,NA,NA,NA
"T0007",2,NA,NA,NA
"T0008",2,NA,NA,NA
"T0009",2,NA,NA,NA
"T0010",2,NA,NA,NA
"T0011",2,NA,NA,NA
"T0012",2,NA,NA,NA
"T0013",2,NA,NA,NA
"T0014",2,NA,NA,NA
"T0015",2,NA,NA,NA
"T0016",2,NA,NA,NA
"T0017",2,NA,NA,NA
"T0018",2,NA,NA,NA
"T0019",2,NA,NA,NA
"T0020",2,NA,NA,NA
"T0021",2,NA,NA,NA
"T0022",2,NA,NA,NA
"T0023",2,NA,NA,NA
"T0024",2,NA,NA,NA
"T0025",2,NA,NA,NA
"T0026",2,NA,NA,NA
"T0027",2,NA,NA,NA
"T0028",2,NA,NA,NA
"T0029",2,NA,NA,NA
"T0030",2,NA,NA,NA
"T0031",2,NA,NA,NA
"T0032",2,NA,NA,NA
"T0033",2,NA,NA,NA
"T0034",2,NA,NA,NA
"T0035",2,NA,NA,NA
"T0036",2,NA,NA,NA
"T0037",2,NA,NA,NA
"T0038",2,NA,NA,NA
"T0039",2,NA,NA,NA
"T0040",2,NA,NA,NA
"T0041",2,NA,NA,NA
"T0042",2,NA,NA,NA
"T0043",2,NA,NA,NA
"T0044",2,NA,NA,NA
"T0045",2,NA,NA,NA
"T0046",2,NA,NA,NA
"T0047",2,NA,NA,NA
"T0048",2,NA,NA,NA
"T0049",2,NA,NA,NA
"T0050",2,NA,NA,NA
"T0051",2,NA,NA,NA
"T0052",2,NA,NA,NA
"T0053",2,NA,NA,NA
"T0054",2,NA,NA,NA
"T0055",2,NA,NA,NA
"T0056",2,NA,NA,NA
"T0057",2,NA,NA,NA
"T0058",2,NA,NA,NA
"T0059",2,NA,NA,NA
"T0060",2,NA,NA,NA
"T0061",2,NA,NA,NA
"T0062",2,NA,NA,NA
"T0063",2,NA,NA,NA
"T0064",2,NA,NA,NA
"T0065",2,NA,NA,NA
"T0066",2,NA,NA,NA
"T0067",2,NA,NA,NA
"T0068",2,NA,NA,NA
"T0069",2,NA,NA,NA
"T0070",2,NA,NA,NA
"T0071",2,NA,NA,NA
"T0072",2,NA,NA,NA
"T0073",2,NA,NA,NA
"T0074",2,NA,NA,NA
"T0075",2,NA,NA,NA
"T0076",2,NA,NA,NA
"T0077",2,NA,NA,NA
"T0078",2,NA,NA,NA
"T0079",2,NA,NA,NA
"T0080",2,NA,NA,NA
"T0081",2,NA,NA,NA
"T0082",2,NA,NA,NA
"T0083",2,NA,NA,NA
"T0084",2,NA,NA,NA
"T0085",2,NA,NA,NA
"T0086",2,NA,NA,NA
"T0087",2,NA,NA,NA
"T0088",2,NA,NA,NA
"T0089",2,NA,NA,NA
"T0090",2,NA,NA,NA
"T0091",2,NA,NA,NA
"T0092",2,NA,NA,NA
"T0093",2,NA,NA,NA
"T0094",2,NA,NA,NA
"T0095",2,NA,NA,NA
"T0096",2,NA,NA,NA
"T0097",2,NA,NA,NA
"T0098",2,NA,NA,NA
"T0099",2,NA,NA,NA
"T0100",2,NA,NA,NA
"T0101",2,NA,NA,NA
"T0102",2,NA,NA,NA
"T0103",2,NA,NA,NA
"T0104",2,NA,NA,NA
"T0105",2,NA,NA,NA
"T0106",2,NA,NA,NA
"T0107",2,NA,NA,NA
"T0108",2,NA,NA,NA
"T0109",2,NA,NA,NA
"T0110",2,NA,NA,NA
"T0111",2,NA,NA,NA
"T0112",2,NA,NA,NA
"T0113",2,NA,NA,NA
"T0114",2,NA,NA,NA
"T0115",2,NA,NA,NA
"T0116",2,NA,NA,NA
"T0117",2,NA,NA,NA
"T0118",2,NA,NA,NA
"T0119",2,NA,NA,NA
"T0120",2,NA,NA,NA
"T0121",2,NA,NA,NA
"T0122",2,NA,NA,NA
"T0123",2,NA,NA,NA
"T0124",2,NA,NA,NA
"T0125",2,NA,NA,NA
"T0126",2,NA,NA,NA
"T0127",2,NA,NA,NA
"T0128",2,NA,NA,NA
"T0129",2,NA,NA,NA
"T0130",2,NA,NA,NA
"T0131",2,NA,NA,NA
"T0132",2,NA,NA,NA
"T0133",2,NA,NA,NA
"T0134",2,NA,NA,NA
"T0135",2,NA,NA,NA
"T0136",2,NA,NA,NA
"T0137",2,NA,NA,NA
"T0138",2,NA,NA,NA
"T0139",2,NA,NA,NA
"T0140",2,NA,NA,NA
"T0141",2,NA,NA,NA
"T0142",2,NA,NA,NA
"T0143",2,NA,NA,NA
"T0144",2,NA,NA,NA
"T0145",2,NA,NA,NA
"T0146",2,NA,NA,NA
"T0147",2,NA,NA,NA
"T0148",2,NA,NA,NA
"T0149",2,NA,NA,NA
"T0150",2,NA,NA,NA
"T0151",2,NA,NA,NA
"T0152",2,NA,NA,NA
"T0153",2,NA,NA,NA
"T0154",2,NA,NA,NA
"T0155",2,NA,NA,NA
"T0156",2,NA,NA,NA
"T0157",2,NA,NA,NA
"T0158",2,NA,NA,NA
"T0159",2,NA,NA,NA
"T0160",2,NA,NA,NA
"T0161",2,NA,NA,NA
"T0162",2,NA,NA,NA
"T0163",2,NA,NA,NA
"T0164",2,NA,NA,NA
"T0165",2,NA,NA,NA
"T0166",2,NA,NA,NA
"T0167",2,NA,NA,NA
"T0168",2,NA,NA,NA
"T0169",2,NA,NA,NA
"T0170",2,NA,NA,NA
"T0171",2,NA,NA,NA
"T0172",2,NA,NA,NA
"T0173",2,NA,NA,NA
"T0174",2,NA,NA,NA
"T0175",2,NA,NA,NA
"T0176",2,NA,NA,NA
"T0177",2,NA,NA,NA
"T0178",2,NA,NA,NA
"T0179",2,NA,NA,NA
"T0180",2,NA,NA,NA
"T0181",2,NA,NA,NA
"T0182",2,NA,NA,NA
"T0183",2,NA,NA,NA
"T0184",2,NA,NA,NA
"T0185",2,NA,NA,NA
"T0186",2,NA,NA,NA
"T0187",2,NA,NA,NA
"T0188",2,NA,NA,NA
"T0189",2,NA,NA,NA
"T0190",2,NA,NA,NA
"T0191",2,NA,NA,NA
"T0192",2,NA,NA,NA
"T0193",2,NA,NA,NA
"T0194",2,NA,NA,NA
"T0195",2,NA,NA,NA
"T0196",2,NA,NA,NA
"T0197",2,NA,NA,NA
"T0198",2,NA,NA,NA
"T0199",2,NA,NA,NA
"T0200",2,NA,NA,NA
"T0201",2,NA,NA,NA
"T0202",2,NA,NA,NA
"T0203",2,NA,NA,NA
"T0204",2,NA,NA,NA
"T0205",2,NA,NA,NA
"T0206",2,NA,NA,NA
"T0207",2,NA,NA,NA
"T0208",2,NA,NA,NA
"T0209",2,NA,NA,NA
"T0210",2,NA,NA,NA
"T0211",2,NA,NA,NA
"T0212",2,NA,NA,NA
"T0213",2,NA,NA,NA
"T0214",2,NA,NA,NA
"T0215",2,NA,NA,NA
"T0216",2,NA,NA,NA
"T0217",2,NA,NA,NA
"T0218",2,NA,NA,NA
"T0219",2,NA,NA,NA
"T0220",2,NA,NA,NA
"T0221",2,NA,NA,NA
"T0222",2,NA,NA,NA
"T0223",2,NA,NA,NA
"T0224",2,NA,NA,NA
"T0225",2,NA,NA,NA
"T0226",2,NA,NA,NA
"T0227",2,NA,NA,NA
"T0228",2,NA,NA,NA
"T0229",2,NA,NA,NA
"T0230",2,NA,NA,NA
"T0231",2,NA,NA,NA
"T0232",2,NA,NA,NA
"T0233",2,NA,NA,NA
"T0234",2,NA,NA,NA
"T0235",2,NA,NA,NA
"T0236",2,NA,NA,NA
"T0237",2,NA,NA,NA
"T0238",2,NA,NA,NA
"T0239",2,NA,NA,NA
"T0240",2,NA,NA,NA
"T0241",2,NA,NA,NA
"T0242",2,NA,NA,NA
"T0243",2,NA,NA,NA
"T0244",2,NA,NA,NA
"T0245",2,NA,NA,NA
"T0246",2,NA,NA,NA
"T0247",2,NA,NA,NA
"T0248",2,NA,NA,NA
"T0249",2,NA,NA,NA
"T0250",2,NA,NA,NA
"T0251",2,NA,NA,NA
"T0252",2,NA,NA,NA
"T0253",2,NA,NA,NA
"T0254",2,NA,NA,NA
"T0255",2,NA,NA,NA
"T0256",2,NA,NA,NA
"T0257",2,NA,NA,NA
"T0258",2,NA,NA,NA
"T0259",2,NA,NA,NA
"T0260",2,NA,NA,NA
"T0261",2,NA,NA,NA
"T0262",2,NA,NA,NA
"T0263",2,NA,NA,NA
"T0264",2,NA,NA,NA
"T0265",2,NA,NA,NA
"T0266",2,NA,NA,NA
"T0267",2,NA,NA,NA
"T0268",2,NA,NA,NA
"T0269",2,NA,NA,NA
"T0270",2,NA,NA,NA
"T0271",2,NA,NA,NA
"T0272",2,NA,NA,NA
"T0273",2,NA,NA,NA
"T0274",2,NA,NA,NA
"T0275",2,NA,NA,NA
"T0276",2,NA,NA,NA
"T0277",2,NA,NA,NA
"T0278",2,NA,NA,NA
"T0279",2,NA,NA,NA
"T0280",2,NA,NA,NA
"T0001",3,NA,NA,NA
"T0002",3,NA,NA,NA
"T0003",3,NA,NA,NA
"T0004",3,NA,NA,NA
"T0005",3,NA,NA,NA
"T0006",3,NA,NA,NA
"T0007",3,NA,NA,NA
"T0008",3,NA,NA,NA
"T0009",3,NA,NA,NA
"T0010",3,NA,NA,NA
"T0011",3,NA,NA,NA
"T0012",3,NA,NA,NA
"T0013",3,NA,NA,NA
"T0014",3,NA,NA,NA
"T0015",3,NA,NA,NA
"T0016",3,NA,NA,NA
"T0017",3,NA,NA,NA
"T0018",3,NA,NA,NA
"T0019",3,NA,NA,NA
"T0020",3,NA,NA,NA
"T0021",3,NA,NA,NA
"T0022",3,NA,NA,NA
"T0023",3,NA,NA,NA
"T0024",3,NA,NA,NA
"T0025",3,NA,NA,NA
"T0026",3,NA,NA,NA
"T0027",3,NA,NA,NA
"T0028",3,NA,NA,NA
"T0029",3,NA,NA,NA
"T0030",3,NA,NA,NA
"T0031",3,NA,NA,NA
